CustomerID,Recency,Frequency,Monetary,recency_labels,frequency_labels,monetary_labels,rfm_segment,rfm_score,Cluster_Id
12434.0,86,4,765.19,newest,lowest,smallest,newest-lowest-smallest,7,2
12435.0,81,2,7829.89,newest,lowest,smallest,newest-lowest-smallest,7,1
12436.0,336,1,509.01,medium,lowest,smallest,medium-lowest-smallest,5,0
12437.0,10,19,4896.66,newest,lowest,smallest,newest-lowest-smallest,7,1
12438.0,16,2,2906.85,newest,lowest,smallest,newest-lowest-smallest,7,2
12441.0,486,1,173.55,older,lowest,smallest,older-lowest-smallest,4,0
12442.0,182,1,172.06,newer,lowest,smallest,newer-lowest-smallest,6,0
12444.0,1,5,5005.46,newest,lowest,smallest,newest-lowest-smallest,7,1
12445.0,23,1,133.4,newest,lowest,smallest,newest-lowest-smallest,7,0
12446.0,59,1,1002.3100000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
12447.0,68,1,476.49,newest,lowest,smallest,newest-lowest-smallest,7,0
12448.0,46,1,449.45,newest,lowest,smallest,newest-lowest-smallest,7,0
12449.0,24,4,4067.29,newest,lowest,smallest,newest-lowest-smallest,7,2
12450.0,175,2,197.88,newer,lowest,smallest,newer-lowest-smallest,6,0
12451.0,12,6,8933.52,newest,lowest,smallest,newest-lowest-smallest,7,1
12452.0,18,3,428.57,newest,lowest,smallest,newest-lowest-smallest,7,2
12453.0,136,1,707.09,newest,lowest,smallest,newest-lowest-smallest,7,0
12454.0,55,2,5.684341886080802e-14,newest,lowest,smallest,newest-lowest-smallest,7,0
12455.0,75,6,2466.86,newest,lowest,smallest,newest-lowest-smallest,7,2
12456.0,46,4,3153.89,newest,lowest,smallest,newest-lowest-smallest,7,2
12457.0,1,12,1917.78,newest,lowest,smallest,newest-lowest-smallest,7,1
12458.0,73,2,947.4,newest,lowest,smallest,newest-lowest-smallest,7,0
12461.0,126,2,826.88,newest,lowest,smallest,newest-lowest-smallest,7,0
12462.0,20,4,1124.01,newest,lowest,smallest,newest-lowest-smallest,7,2
12463.0,7,7,1303.63,newest,lowest,smallest,newest-lowest-smallest,7,2
12464.0,12,8,1212.05,newest,lowest,smallest,newest-lowest-smallest,7,2
12465.0,19,3,733.89,newest,lowest,smallest,newest-lowest-smallest,7,2
12468.0,145,3,724.0400000000001,newer,lowest,smallest,newer-lowest-smallest,6,0
12471.0,1,49,18705.52,newest,lowest,smallest,newest-lowest-smallest,7,1
12472.0,53,13,6229.48,newest,lowest,smallest,newest-lowest-smallest,7,1
12473.0,55,9,2837.73,newest,lowest,smallest,newest-lowest-smallest,7,2
12474.0,4,30,7064.7699999999995,newest,lowest,smallest,newest-lowest-smallest,7,1
12475.0,55,1,723.38,newest,lowest,smallest,newest-lowest-smallest,7,0
12476.0,17,20,6546.58,newest,lowest,smallest,newest-lowest-smallest,7,1
12477.0,24,9,13117.01,newest,lowest,smallest,newest-lowest-smallest,7,1
12478.0,182,1,680.99,newer,lowest,smallest,newer-lowest-smallest,6,0
12479.0,13,3,477.3,newest,lowest,smallest,newest-lowest-smallest,7,2
12480.0,30,4,3281.63,newest,lowest,smallest,newest-lowest-smallest,7,2
12481.0,24,11,5574.36,newest,lowest,smallest,newest-lowest-smallest,7,1
12483.0,19,13,2327.13,newest,lowest,smallest,newest-lowest-smallest,7,2
12484.0,102,8,4480.87,newest,lowest,smallest,newest-lowest-smallest,7,1
12488.0,11,3,1298.66,newest,lowest,smallest,newest-lowest-smallest,7,2
12489.0,163,1,334.93,newer,lowest,smallest,newer-lowest-smallest,6,0
12490.0,19,10,5417.93,newest,lowest,smallest,newest-lowest-smallest,7,1
12491.0,334,1,460.40000000000003,medium,lowest,smallest,medium-lowest-smallest,5,0
12492.0,107,2,263.21000000000004,newest,lowest,smallest,newest-lowest-smallest,7,0
12493.0,167,3,416.79,newer,lowest,smallest,newer-lowest-smallest,6,0
12494.0,11,13,1139.3500000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
12497.0,83,1,1043.1,newest,lowest,smallest,newest-lowest-smallest,7,0
12498.0,23,3,403.70000000000005,newest,lowest,smallest,newest-lowest-smallest,7,2
12500.0,25,13,4206.27,newest,lowest,smallest,newest-lowest-smallest,7,1
12501.0,163,2,2089.68,newer,lowest,smallest,newer-lowest-smallest,6,0
12502.0,189,5,3723.87,newer,lowest,smallest,newer-lowest-smallest,6,2
12503.0,193,1,-1126.0,newer,lowest,smallest,newer-lowest-smallest,6,0
12504.0,20,4,114.0,newest,lowest,smallest,newest-lowest-smallest,7,2
12505.0,39,1,-4.5,newest,lowest,smallest,newest-lowest-smallest,7,0
12506.0,234,1,73.5,newer,lowest,smallest,newer-lowest-smallest,6,0
12507.0,136,4,1258.06,newest,lowest,smallest,newest-lowest-smallest,7,0
12508.0,28,2,397.88,newest,lowest,smallest,newest-lowest-smallest,7,2
12509.0,286,1,176.5,medium,lowest,smallest,medium-lowest-smallest,5,0
12510.0,144,2,982.5699999999999,newer,lowest,smallest,newer-lowest-smallest,6,0
12512.0,245,2,132.18,newer,lowest,smallest,newer-lowest-smallest,6,0
12513.0,86,2,586.79,newest,lowest,smallest,newest-lowest-smallest,7,0
12514.0,269,1,1017.68,newer,lowest,smallest,newer-lowest-smallest,6,0
12515.0,355,1,383.7,medium,lowest,smallest,medium-lowest-smallest,5,0
12516.0,5,2,1312.06,newest,lowest,smallest,newest-lowest-smallest,7,2
12517.0,30,6,2443.65,newest,lowest,smallest,newest-lowest-smallest,7,2
12518.0,1,5,2056.89,newest,lowest,smallest,newest-lowest-smallest,7,2
12519.0,154,1,330.84,newer,lowest,smallest,newer-lowest-smallest,6,0
12520.0,38,6,2582.51,newest,lowest,smallest,newest-lowest-smallest,7,2
12521.0,144,1,599.68,newer,lowest,smallest,newer-lowest-smallest,6,0
12522.0,41,2,192.72,newest,lowest,smallest,newest-lowest-smallest,7,0
12523.0,10,13,1745.57,newest,lowest,smallest,newest-lowest-smallest,7,2
12524.0,11,8,4485.72,newest,lowest,smallest,newest-lowest-smallest,7,1
12526.0,55,3,1316.66,newest,lowest,smallest,newest-lowest-smallest,7,2
12527.0,83,3,348.71000000000004,newest,lowest,smallest,newest-lowest-smallest,7,0
12528.0,11,8,1922.28,newest,lowest,smallest,newest-lowest-smallest,7,2
12530.0,31,5,1623.63,newest,lowest,smallest,newest-lowest-smallest,7,2
12531.0,16,1,125.22,newest,lowest,smallest,newest-lowest-smallest,7,0
12532.0,91,1,349.83000000000004,newest,lowest,smallest,newest-lowest-smallest,7,0
12534.0,337,1,1089.18,medium,lowest,smallest,medium-lowest-smallest,5,0
12535.0,93,2,716.35,newest,lowest,smallest,newest-lowest-smallest,7,0
12536.0,31,5,4106.82,newest,lowest,smallest,newest-lowest-smallest,7,2
12538.0,61,1,363.95,newest,lowest,smallest,newest-lowest-smallest,7,0
12539.0,24,5,3852.5,newest,lowest,smallest,newest-lowest-smallest,7,2
12540.0,21,19,13309.039999999999,newest,lowest,smallest,newest-lowest-smallest,7,1
12541.0,61,3,981.18,newest,lowest,smallest,newest-lowest-smallest,7,2
12544.0,61,2,355.7,newest,lowest,smallest,newest-lowest-smallest,7,0
12545.0,77,2,1000.39,newest,lowest,smallest,newest-lowest-smallest,7,0
12546.0,48,3,1141.5,newest,lowest,smallest,newest-lowest-smallest,7,2
12547.0,199,2,207.79999999999998,newer,lowest,smallest,newer-lowest-smallest,6,0
12548.0,168,1,95.19999999999999,newer,lowest,smallest,newer-lowest-smallest,6,0
12550.0,81,1,964.83,newest,lowest,smallest,newest-lowest-smallest,7,0
12551.0,359,1,168.0,medium,lowest,smallest,medium-lowest-smallest,5,0
12552.0,41,2,437.82,newest,lowest,smallest,newest-lowest-smallest,7,0
12553.0,1,14,3652.25,newest,lowest,smallest,newest-lowest-smallest,7,1
12556.0,34,2,599.56,newest,lowest,smallest,newest-lowest-smallest,7,2
12557.0,18,5,11990.960000000001,newest,lowest,smallest,newest-lowest-smallest,7,1
12558.0,121,2,1.0658141036401503e-14,newest,lowest,smallest,newest-lowest-smallest,7,0
12559.0,312,3,536.21,medium,lowest,smallest,medium-lowest-smallest,5,0
12560.0,102,4,2101.39,newest,lowest,smallest,newest-lowest-smallest,7,2
12561.0,70,1,238.85,newest,lowest,smallest,newest-lowest-smallest,7,0
12562.0,24,7,3781.7400000000002,newest,lowest,smallest,newest-lowest-smallest,7,1
12564.0,263,1,456.9,newer,lowest,smallest,newer-lowest-smallest,6,0
12565.0,283,2,131.17,medium,lowest,smallest,medium-lowest-smallest,5,0
12566.0,74,2,346.7,newest,lowest,smallest,newest-lowest-smallest,7,0
12567.0,24,11,9114.94,newest,lowest,smallest,newest-lowest-smallest,7,1
12569.0,1,35,4064.9900000000002,newest,lowest,smallest,newest-lowest-smallest,7,1
12571.0,41,2,519.61,newest,lowest,smallest,newest-lowest-smallest,7,0
12572.0,49,3,1004.72,newest,lowest,smallest,newest-lowest-smallest,7,2
12573.0,229,1,160.54000000000002,newer,lowest,smallest,newer-lowest-smallest,6,0
12574.0,317,1,218.45,medium,lowest,smallest,medium-lowest-smallest,5,0
12576.0,131,6,1306.98,newest,lowest,smallest,newest-lowest-smallest,7,2
12577.0,244,4,564.2,newer,lowest,smallest,newer-lowest-smallest,6,0
12578.0,23,4,2753.36,newest,lowest,smallest,newest-lowest-smallest,7,2
12579.0,75,3,410.72,newest,lowest,smallest,newest-lowest-smallest,7,0
12580.0,160,1,415.7,newer,lowest,smallest,newer-lowest-smallest,6,0
12581.0,41,1,197.71,newest,lowest,smallest,newest-lowest-smallest,7,0
12582.0,240,2,511.36,newer,lowest,smallest,newer-lowest-smallest,6,0
12583.0,1,18,7187.34,newest,lowest,smallest,newest-lowest-smallest,7,1
12584.0,11,18,1893.95,newest,lowest,smallest,newest-lowest-smallest,7,1
12585.0,224,4,1982.81,newer,lowest,smallest,newer-lowest-smallest,6,0
12586.0,19,2,179.94000000000003,newest,lowest,smallest,newest-lowest-smallest,7,2
12587.0,302,1,144.0,medium,lowest,smallest,medium-lowest-smallest,5,0
12588.0,41,1,214.89999999999998,newest,lowest,smallest,newest-lowest-smallest,7,0
12589.0,30,2,646.68,newest,lowest,smallest,newest-lowest-smallest,7,2
12590.0,6,3,9861.38,newest,lowest,smallest,newest-lowest-smallest,7,1
12591.0,319,1,452.84999999999997,medium,lowest,smallest,medium-lowest-smallest,5,0
12592.0,67,2,437.6,newest,lowest,smallest,newest-lowest-smallest,7,0
12593.0,110,3,418.09999999999997,newest,lowest,smallest,newest-lowest-smallest,7,0
12594.0,48,11,3320.2200000000003,newest,lowest,smallest,newest-lowest-smallest,7,1
12596.0,37,2,618.27,newest,lowest,smallest,newest-lowest-smallest,7,2
12597.0,21,5,3683.13,newest,lowest,smallest,newest-lowest-smallest,7,2
12598.0,11,9,3002.68,newest,lowest,smallest,newest-lowest-smallest,7,1
12599.0,34,7,1032.58,newest,lowest,smallest,newest-lowest-smallest,7,2
12600.0,30,11,2581.04,newest,lowest,smallest,newest-lowest-smallest,7,2
12601.0,40,6,569.5600000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
12602.0,1,1,153.12,newest,lowest,smallest,newest-lowest-smallest,7,2
12603.0,23,1,739.1999999999999,newest,lowest,smallest,newest-lowest-smallest,7,0
12604.0,81,2,254.18,newest,lowest,smallest,newest-lowest-smallest,7,0
12605.0,455,1,-7.5,older,lowest,smallest,older-lowest-smallest,4,0
12607.0,1,2,3.552713678800501e-15,newest,lowest,smallest,newest-lowest-smallest,7,2
12609.0,80,3,1126.85,newest,lowest,smallest,newest-lowest-smallest,7,2
12610.0,24,7,2057.99,newest,lowest,smallest,newest-lowest-smallest,7,2
12611.0,54,1,1193.32,newest,lowest,smallest,newest-lowest-smallest,7,0
12612.0,59,2,643.59,newest,lowest,smallest,newest-lowest-smallest,7,0
12613.0,59,6,3218.98,newest,lowest,smallest,newest-lowest-smallest,7,2
12614.0,161,1,315.6,newer,lowest,smallest,newer-lowest-smallest,6,0
12615.0,73,4,2291.19,newest,lowest,smallest,newest-lowest-smallest,7,2
12616.0,87,5,657.25,newest,lowest,smallest,newest-lowest-smallest,7,2
12617.0,61,1,352.98,newest,lowest,smallest,newest-lowest-smallest,7,0
12618.0,23,1,177.31,newest,lowest,smallest,newest-lowest-smallest,7,0
12619.0,18,13,3214.81,newest,lowest,smallest,newest-lowest-smallest,7,1
12620.0,16,3,1339.41,newest,lowest,smallest,newest-lowest-smallest,7,2
12621.0,6,23,13612.07,newest,lowest,smallest,newest-lowest-smallest,7,1
12622.0,234,1,180.1,newer,lowest,smallest,newer-lowest-smallest,6,0
12623.0,130,1,305.1,newest,lowest,smallest,newest-lowest-smallest,7,0
12624.0,108,2,641.13,newest,lowest,smallest,newest-lowest-smallest,7,0
12625.0,6,3,2614.32,newest,lowest,smallest,newest-lowest-smallest,7,2
12626.0,25,13,6388.35,newest,lowest,smallest,newest-lowest-smallest,7,1
12627.0,12,7,4478.53,newest,lowest,smallest,newest-lowest-smallest,7,1
12628.0,20,4,769.61,newest,lowest,smallest,newest-lowest-smallest,7,2
12630.0,11,2,1270.88,newest,lowest,smallest,newest-lowest-smallest,7,2
12631.0,59,1,640.5,newest,lowest,smallest,newest-lowest-smallest,7,0
12633.0,1,5,2140.63,newest,lowest,smallest,newest-lowest-smallest,7,2
12635.0,32,2,1689.18,newest,lowest,smallest,newest-lowest-smallest,7,2
12637.0,93,10,5934.25,newest,lowest,smallest,newest-lowest-smallest,7,1
12638.0,183,1,671.69,newer,lowest,smallest,newer-lowest-smallest,6,0
12639.0,240,1,486.1,newer,lowest,smallest,newer-lowest-smallest,6,0
12640.0,25,3,1174.58,newest,lowest,smallest,newest-lowest-smallest,7,2
12641.0,117,1,185.9,newest,lowest,smallest,newest-lowest-smallest,7,0
12642.0,27,3,1013.26,newest,lowest,smallest,newest-lowest-smallest,7,2
12643.0,40,6,3344.64,newest,lowest,smallest,newest-lowest-smallest,7,2
12644.0,306,1,477.91,medium,lowest,smallest,medium-lowest-smallest,5,0
12645.0,111,5,1755.38,newest,lowest,smallest,newest-lowest-smallest,7,2
12646.0,51,2,1346.97,newest,lowest,smallest,newest-lowest-smallest,7,0
12647.0,24,13,3669.92,newest,lowest,smallest,newest-lowest-smallest,7,1
12648.0,126,1,318.05,newest,lowest,smallest,newest-lowest-smallest,7,0
12649.0,36,4,603.71,newest,lowest,smallest,newest-lowest-smallest,7,2
12650.0,182,1,314.44,newer,lowest,smallest,newer-lowest-smallest,6,0
12651.0,101,1,114.0,newest,lowest,smallest,newest-lowest-smallest,7,0
12652.0,10,2,914.53,newest,lowest,smallest,newest-lowest-smallest,7,2
12653.0,150,2,2209.85,newer,lowest,smallest,newer-lowest-smallest,6,0
12654.0,12,5,601.98,newest,lowest,smallest,newest-lowest-smallest,7,2
12656.0,3,8,3982.72,newest,lowest,smallest,newest-lowest-smallest,7,1
12657.0,13,5,1152.06,newest,lowest,smallest,newest-lowest-smallest,7,2
12658.0,20,1,686.05,newest,lowest,smallest,newest-lowest-smallest,7,0
12659.0,61,1,91.68,newest,lowest,smallest,newest-lowest-smallest,7,0
12660.0,13,1,245.1,newest,lowest,smallest,newest-lowest-smallest,7,0
12662.0,24,12,3817.08,newest,lowest,smallest,newest-lowest-smallest,7,1
12664.0,1,10,4863.88,newest,lowest,smallest,newest-lowest-smallest,7,1
12665.0,10,2,61.75,newest,lowest,smallest,newest-lowest-smallest,7,2
12666.0,361,1,-227.44,medium,lowest,smallest,medium-lowest-smallest,5,0
12667.0,1,1,620.13,newest,lowest,smallest,newest-lowest-smallest,7,2
12668.0,13,6,3743.18,newest,lowest,smallest,newest-lowest-smallest,7,1
12669.0,4,4,1607.73,newest,lowest,smallest,newest-lowest-smallest,7,2
12670.0,12,6,2986.15,newest,lowest,smallest,newest-lowest-smallest,7,2
12672.0,331,1,225.89999999999998,medium,lowest,smallest,medium-lowest-smallest,5,0
12673.0,243,2,610.52,newer,lowest,smallest,newer-lowest-smallest,6,0
12674.0,13,7,1922.26,newest,lowest,smallest,newest-lowest-smallest,7,2
12676.0,26,6,1331.39,newest,lowest,smallest,newest-lowest-smallest,7,2
12678.0,44,13,17588.26,newest,lowest,smallest,newest-lowest-smallest,7,1
12679.0,1,9,1058.67,newest,lowest,smallest,newest-lowest-smallest,7,2
12680.0,32,4,862.81,newest,lowest,smallest,newest-lowest-smallest,7,2
12681.0,16,27,13677.59,newest,lowest,smallest,newest-lowest-smallest,7,1
12682.0,3,31,12279.82,newest,lowest,smallest,newest-lowest-smallest,7,1
12683.0,6,20,8221.09,newest,lowest,smallest,newest-lowest-smallest,7,1
12684.0,26,7,2283.63,newest,lowest,smallest,newest-lowest-smallest,7,2
12685.0,30,6,2863.08,newest,lowest,smallest,newest-lowest-smallest,7,2
12686.0,639,1,89.14,oldest,lowest,smallest,oldest-lowest-smallest,3,0
12688.0,115,1,4873.8099999999995,newest,lowest,smallest,newest-lowest-smallest,7,0
12689.0,27,2,1247.61,newest,lowest,smallest,newest-lowest-smallest,7,2
12690.0,207,1,389.01,newer,lowest,smallest,newer-lowest-smallest,6,0
12691.0,1,6,1035.8,newest,lowest,smallest,newest-lowest-smallest,7,2
12693.0,6,6,830.96,newest,lowest,smallest,newest-lowest-smallest,7,2
12694.0,72,2,869.67,newest,lowest,smallest,newest-lowest-smallest,7,0
12695.0,109,4,582.1,newest,lowest,smallest,newest-lowest-smallest,7,0
12697.0,23,5,939.02,newest,lowest,smallest,newest-lowest-smallest,7,2
12700.0,128,6,4867.99,newest,lowest,smallest,newest-lowest-smallest,7,1
12701.0,37,2,797.71,newest,lowest,smallest,newest-lowest-smallest,7,2
12702.0,21,1,219.0,newest,lowest,smallest,newest-lowest-smallest,7,0
12703.0,72,2,274.7,newest,lowest,smallest,newest-lowest-smallest,7,0
12704.0,24,10,2220.84,newest,lowest,smallest,newest-lowest-smallest,7,2
12705.0,17,14,6814.24,newest,lowest,smallest,newest-lowest-smallest,7,1
12707.0,293,1,603.42,medium,lowest,smallest,medium-lowest-smallest,5,0
12708.0,38,16,2616.32,newest,lowest,smallest,newest-lowest-smallest,7,1
12709.0,1,26,9264.1,newest,lowest,smallest,newest-lowest-smallest,7,1
12710.0,203,4,1130.57,newer,lowest,smallest,newer-lowest-smallest,6,0
12712.0,10,17,4241.63,newest,lowest,smallest,newest-lowest-smallest,7,1
12713.0,90,1,848.55,newest,lowest,smallest,newest-lowest-smallest,7,0
12714.0,11,5,4708.86,newest,lowest,smallest,newest-lowest-smallest,7,1
12715.0,108,1,343.36,newest,lowest,smallest,newest-lowest-smallest,7,0
12716.0,135,2,1053.49,newest,lowest,smallest,newest-lowest-smallest,7,0
12717.0,34,3,980.98,newest,lowest,smallest,newest-lowest-smallest,7,2
12718.0,73,1,238.25,newest,lowest,smallest,newest-lowest-smallest,7,0
12719.0,31,3,608.1,newest,lowest,smallest,newest-lowest-smallest,7,2
12720.0,4,29,5713.28,newest,lowest,smallest,newest-lowest-smallest,7,1
12721.0,81,7,2628.98,newest,lowest,smallest,newest-lowest-smallest,7,2
12722.0,4,6,904.33,newest,lowest,smallest,newest-lowest-smallest,7,2
12723.0,18,5,725.07,newest,lowest,smallest,newest-lowest-smallest,7,2
12724.0,40,4,1031.41,newest,lowest,smallest,newest-lowest-smallest,7,2
12725.0,639,1,427.8,oldest,lowest,smallest,oldest-lowest-smallest,3,0
12726.0,30,7,2609.1,newest,lowest,smallest,newest-lowest-smallest,7,2
12727.0,12,9,3947.7,newest,lowest,smallest,newest-lowest-smallest,7,1
12728.0,40,4,836.33,newest,lowest,smallest,newest-lowest-smallest,7,2
12729.0,115,1,453.01,newest,lowest,smallest,newest-lowest-smallest,7,0
12731.0,25,14,18793.41,newest,lowest,smallest,newest-lowest-smallest,7,1
12732.0,181,1,236.26000000000002,newer,lowest,smallest,newer-lowest-smallest,6,0
12733.0,236,1,383.95,newer,lowest,smallest,newer-lowest-smallest,6,0
12734.0,354,1,110.39999999999999,medium,lowest,smallest,medium-lowest-smallest,5,0
12735.0,193,2,779.5699999999999,newer,lowest,smallest,newer-lowest-smallest,6,0
12736.0,40,1,234.0,newest,lowest,smallest,newest-lowest-smallest,7,0
12738.0,666,1,155.35,oldest,lowest,smallest,oldest-lowest-smallest,3,0
12739.0,80,2,1013.04,newest,lowest,smallest,newest-lowest-smallest,7,0
12740.0,154,1,427.6,newer,lowest,smallest,newer-lowest-smallest,6,0
12743.0,136,2,540.13,newest,lowest,smallest,newest-lowest-smallest,7,0
12744.0,53,10,9120.39,newest,lowest,smallest,newest-lowest-smallest,7,1
12747.0,24,11,4196.01,newest,lowest,smallest,newest-lowest-smallest,7,1
12749.0,24,8,3868.2,newest,lowest,smallest,newest-lowest-smallest,7,1
12750.0,278,1,275.88,newer,lowest,smallest,newer-lowest-smallest,6,0
12752.0,83,1,4366.78,newest,lowest,smallest,newest-lowest-smallest,7,0
12753.0,24,11,21024.01,newest,lowest,smallest,newest-lowest-smallest,7,1
12754.0,161,5,2949.12,newer,lowest,smallest,newer-lowest-smallest,6,2
12755.0,161,4,2203.2,newer,lowest,smallest,newer-lowest-smallest,6,2
12756.0,88,1,112.07999999999998,newest,lowest,smallest,newest-lowest-smallest,7,0
12757.0,5,19,4205.25,newest,lowest,smallest,newest-lowest-smallest,7,1
12758.0,118,2,2791.59,newest,lowest,smallest,newest-lowest-smallest,7,0
12759.0,54,3,1531.44,newest,lowest,smallest,newest-lowest-smallest,7,2
12762.0,27,2,1898.52,newest,lowest,smallest,newest-lowest-smallest,7,2
12763.0,140,2,494.08,newest,lowest,smallest,newest-lowest-smallest,7,0
12764.0,318,1,1693.88,medium,lowest,smallest,medium-lowest-smallest,5,0
12766.0,59,7,6989.63,newest,lowest,smallest,newest-lowest-smallest,7,1
12769.0,240,1,1143.6,newer,lowest,smallest,newer-lowest-smallest,6,0
12770.0,212,1,1351.45,newer,lowest,smallest,newer-lowest-smallest,6,0
12772.0,31,1,892.47,newest,lowest,smallest,newest-lowest-smallest,7,0
